model_name,name_dataset,total_samples,n_U_cols_used,cluster_size_0,cluster_size_1,Statistical_Parity_Diff_wrt_U,Disparate_Impact_Ratio_wrt_U,Equal_Opportunity_Diff_wrt_U,Pos_Rate_U_cluster1,Pos_Rate_U_cluster0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1300_BIASED_ALL.csv,9000,4,1731,7269,0.6339,0.1836,0.6002,0.1425,0.7764
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1300_FAIR_ALL.csv,9000,4,7471,1529,0.0005,0.9995,0.0,0.998,0.9985
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1400_BIASED_ALL.csv,9000,4,1739,7261,0.1065,12.5737,0.0287,0.1157,0.0092
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1400_FAIR_ALL.csv,9000,4,7487,1513,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1500_BIASED_ALL.csv,9000,4,1757,7243,0.0568,0.575,0.1122,0.0769,0.1338
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1500_FAIR_ALL.csv,9000,4,1534,7466,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1600_BIASED_ALL.csv,9000,4,1705,7295,0.0026,0.5609,0.0034,0.0033,0.0059
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1600_FAIR_ALL.csv,9000,4,1418,7582,0.0008,0.9992,0.0006,0.9992,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1700_BIASED_ALL.csv,9000,4,1730,7270,0.1818,0.3364,0.1737,0.0922,0.274
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1700_FAIR_ALL.csv,9000,4,7539,1461,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1800_BIASED_ALL.csv,9000,4,1769,7231,0.0019,inf,0.0,0.0019,0.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1800_FAIR_ALL.csv,9000,4,7440,1560,0.0006,0.9994,0.0006,0.9994,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1900_BIASED_ALL.csv,9000,4,1680,7320,0.0027,0.4303,0.0044,0.002,0.0048
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed1900_FAIR_ALL.csv,9000,4,1503,7497,0.0012,1.0012,0.0013,0.9999,0.9987
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed2000_BIASED_ALL.csv,9000,4,7238,1762,0.0091,1.0685,0.0486,0.1425,0.1333
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed2000_FAIR_ALL.csv,9000,4,7425,1575,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed200_BIASED_ALL.csv,9000,4,7187,1813,0.5356,2.9461,0.4189,0.8108,0.2752
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed200_FAIR_ALL.csv,9000,4,7473,1527,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed300_BIASED_ALL.csv,9000,4,1673,7327,0.0111,19.6367,0.0048,0.0117,0.0006
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed300_FAIR_ALL.csv,9000,4,7500,1500,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed400_BIASED_ALL.csv,9000,4,1721,7279,0.0615,0.2044,0.068,0.0158,0.0773
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed400_FAIR_ALL.csv,9000,4,1527,7473,0.0039,0.9961,0.0055,0.9896,0.9935
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed500_BIASED_ALL.csv,9000,4,1795,7205,0.0368,0.1196,0.0345,0.005,0.0418
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed500_FAIR_ALL.csv,9000,4,7571,1429,0.008,1.0081,0.0055,0.9965,0.9885
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed600_BIASED_ALL.csv,9000,4,7293,1707,0.2745,3.3039,0.2783,0.3937,0.1192
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed600_FAIR_ALL.csv,9000,4,1491,7509,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed700_BIASED_ALL.csv,9000,4,7353,1647,0.0573,1.8169,0.0556,0.1275,0.0702
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed700_FAIR_ALL.csv,9000,4,1455,7545,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed800_BIASED_ALL.csv,9000,4,1809,7191,0.002,0.7547,0.0008,0.0063,0.0083
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed800_FAIR_ALL.csv,9000,4,7501,1499,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed900_BIASED_ALL.csv,9000,4,7229,1771,0.004,0.1237,0.0007,0.0006,0.0046
SRCVAE,HR_N10000_MedBias_Thresh1.0_Seed900_FAIR_ALL.csv,9000,4,7507,1493,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1000_BIASED_ALL.csv,9000,4,4033,4967,0.0073,0.3428,0.0197,0.0038,0.0112
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1000_FAIR_ALL.csv,9000,4,333,8667,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed100_BIASED_ALL.csv,9000,4,5014,3986,0.0023,2.1384,0.0071,0.0043,0.002
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed100_FAIR_ALL.csv,9000,4,8721,279,0.0001,1.0001,0.0,1.0,0.9999
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1100_BIASED_ALL.csv,9000,4,4056,4944,0.0025,0.0746,0.0049,0.0002,0.0027
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1100_FAIR_ALL.csv,9000,4,289,8711,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1200_BIASED_ALL.csv,9000,4,4896,4104,0.1087,0.2986,0.0586,0.0463,0.155
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1200_FAIR_ALL.csv,9000,4,8649,351,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1300_BIASED_ALL.csv,9000,4,4261,4739,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1300_FAIR_ALL.csv,9000,4,8703,297,0.0034,0.9966,0.0034,0.9966,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1400_BIASED_ALL.csv,9000,4,5010,3990,0.0064,5.0226,0.0128,0.008,0.0016
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1400_FAIR_ALL.csv,9000,4,340,8660,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1500_BIASED_ALL.csv,9000,4,4124,4876,0.0275,29.3907,0.0145,0.0285,0.001
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1500_FAIR_ALL.csv,9000,4,341,8659,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1600_BIASED_ALL.csv,9000,4,3956,5044,0.0513,0.4104,0.1193,0.0357,0.087
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1600_FAIR_ALL.csv,9000,4,8673,327,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1700_BIASED_ALL.csv,9000,4,3888,5112,0.0241,3.5356,0.0023,0.0336,0.0095
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1700_FAIR_ALL.csv,9000,4,8651,349,0.0023,0.9977,0.0022,0.9971,0.9994
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1800_BIASED_ALL.csv,9000,4,4108,4892,0.2985,0.4525,0.2623,0.2467,0.5453
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1800_FAIR_ALL.csv,9000,4,316,8684,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1900_BIASED_ALL.csv,9000,4,3986,5014,0.2627,0.2109,0.3584,0.0702,0.3329
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed1900_FAIR_ALL.csv,9000,4,8659,341,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed2000_BIASED_ALL.csv,9000,4,4084,4916,0.0076,1.5007,0.0143,0.0228,0.0152
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed2000_FAIR_ALL.csv,9000,4,314,8686,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed200_BIASED_ALL.csv,9000,4,4004,4996,0.0328,1.3116,0.054,0.1379,0.1051
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed200_FAIR_ALL.csv,9000,4,8705,295,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed300_BIASED_ALL.csv,9000,4,4218,4782,0.0157,inf,0.0018,0.0157,0.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed300_FAIR_ALL.csv,9000,4,5549,3451,0.001,0.999,0.0007,0.9988,0.9998
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed400_BIASED_ALL.csv,9000,4,4853,4147,0.0565,5.2211,0.0983,0.0699,0.0134
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed400_FAIR_ALL.csv,9000,4,331,8669,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed500_BIASED_ALL.csv,9000,4,4943,4057,0.0109,0.397,0.002,0.0071,0.018
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed500_FAIR_ALL.csv,9000,4,8666,334,0.006,0.994,0.006,0.994,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed600_BIASED_ALL.csv,9000,4,4911,4089,0.0638,5.4733,0.1233,0.078,0.0143
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed600_FAIR_ALL.csv,9000,4,8709,291,0.0105,0.9894,0.0104,0.9863,0.9968
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed700_BIASED_ALL.csv,9000,4,4886,4114,0.0456,0.4146,0.0257,0.0323,0.078
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed700_FAIR_ALL.csv,9000,4,5775,3225,0.001,0.999,0.0008,0.9984,0.9995
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed800_BIASED_ALL.csv,9000,4,4904,4096,0.0471,0.2719,0.0506,0.0176,0.0646
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed800_FAIR_ALL.csv,9000,4,365,8635,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed900_BIASED_ALL.csv,9000,4,4185,4815,0.0015,inf,0.0,0.0015,0.0
SRCVAE,HR_N10000_MedBias_Thresh2.5_Seed900_FAIR_ALL.csv,9000,4,8651,349,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1000_BIASED_ALL.csv,9000,4,1787,7213,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1000_FAIR_ALL.csv,9000,4,7512,1488,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed100_BIASED_ALL.csv,9000,4,7233,1767,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed100_FAIR_ALL.csv,9000,4,1522,7478,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1100_BIASED_ALL.csv,9000,4,1859,7141,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1100_FAIR_ALL.csv,9000,4,1450,7550,0.0014,1.0014,0.0014,1.0,0.9986
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1200_BIASED_ALL.csv,9000,4,7248,1752,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1200_FAIR_ALL.csv,9000,4,1529,7471,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1300_BIASED_ALL.csv,9000,4,7329,1671,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1300_FAIR_ALL.csv,9000,4,1420,7580,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1400_BIASED_ALL.csv,9000,4,7131,1869,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1400_FAIR_ALL.csv,9000,4,7455,1545,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1500_BIASED_ALL.csv,9000,4,1871,7129,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1500_FAIR_ALL.csv,9000,4,1454,7546,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1600_BIASED_ALL.csv,9000,4,7326,1674,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1600_FAIR_ALL.csv,9000,4,1396,7604,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1700_BIASED_ALL.csv,9000,4,7223,1777,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1700_FAIR_ALL.csv,9000,4,7574,1426,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1800_BIASED_ALL.csv,9000,4,7187,1813,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1800_FAIR_ALL.csv,9000,4,7536,1464,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1900_BIASED_ALL.csv,9000,4,7207,1793,0.0077,12.0586,0.0485,0.0084,0.0007
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed1900_FAIR_ALL.csv,9000,4,7541,1459,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed2000_BIASED_ALL.csv,9000,4,7267,1733,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed2000_FAIR_ALL.csv,9000,4,7468,1532,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed200_BIASED_ALL.csv,9000,4,1896,7104,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed200_FAIR_ALL.csv,9000,4,7502,1498,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed300_BIASED_ALL.csv,9000,4,7289,1711,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed300_FAIR_ALL.csv,9000,4,7538,1462,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed400_BIASED_ALL.csv,9000,4,1781,7219,0.0008,inf,0.0,0.0008,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed400_FAIR_ALL.csv,9000,4,7556,1444,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed500_BIASED_ALL.csv,9000,4,2004,6996,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed500_FAIR_ALL.csv,9000,4,7486,1514,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed600_BIASED_ALL.csv,9000,4,1758,7242,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed600_FAIR_ALL.csv,9000,4,1454,7546,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed700_BIASED_ALL.csv,9000,4,1729,7271,0.0078,2.3542,0.005,0.0136,0.0058
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed700_FAIR_ALL.csv,9000,4,1395,7605,0.0043,0.9957,0.0045,0.995,0.9993
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed800_BIASED_ALL.csv,9000,4,7155,1845,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed800_FAIR_ALL.csv,9000,4,7475,1525,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed900_BIASED_ALL.csv,9000,4,1781,7219,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh1.0_Seed900_FAIR_ALL.csv,9000,4,1512,7488,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1000_BIASED_ALL.csv,9000,4,4245,4755,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1000_FAIR_ALL.csv,9000,4,8749,251,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed100_BIASED_ALL.csv,9000,4,4950,4050,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed100_FAIR_ALL.csv,9000,4,8766,234,0.0039,0.9961,0.0039,0.9957,0.9997
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1100_BIASED_ALL.csv,9000,4,4166,4834,0.0029,inf,0.0,0.0029,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1100_FAIR_ALL.csv,9000,4,8760,240,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1200_BIASED_ALL.csv,9000,4,4671,4329,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1200_FAIR_ALL.csv,9000,4,8719,281,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1300_BIASED_ALL.csv,9000,4,4228,4772,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1300_FAIR_ALL.csv,9000,4,4867,4133,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1400_BIASED_ALL.csv,9000,4,4160,4840,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1400_FAIR_ALL.csv,9000,4,8734,266,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1500_BIASED_ALL.csv,9000,4,4777,4223,0.0025,0.0,0.0,0.0,0.0025
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1500_FAIR_ALL.csv,9000,4,276,8724,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1600_BIASED_ALL.csv,9000,4,4147,4853,0.0003,1.709,0.0155,0.0008,0.0005
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1600_FAIR_ALL.csv,9000,4,8753,247,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1700_BIASED_ALL.csv,9000,4,4043,4957,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1700_FAIR_ALL.csv,9000,4,8712,288,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1800_BIASED_ALL.csv,9000,4,4208,4792,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1800_FAIR_ALL.csv,9000,4,8735,265,0.0027,1.0028,0.0025,1.0,0.9973
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1900_BIASED_ALL.csv,9000,4,4239,4761,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed1900_FAIR_ALL.csv,9000,4,301,8699,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed2000_BIASED_ALL.csv,9000,4,4082,4918,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed2000_FAIR_ALL.csv,9000,4,8708,292,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed200_BIASED_ALL.csv,9000,4,4041,4959,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed200_FAIR_ALL.csv,9000,4,8707,293,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed300_BIASED_ALL.csv,9000,4,4648,4352,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed300_FAIR_ALL.csv,9000,4,8740,260,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed400_BIASED_ALL.csv,9000,4,4924,4076,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed400_FAIR_ALL.csv,9000,4,4000,5000,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed500_BIASED_ALL.csv,9000,4,4302,4698,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed500_FAIR_ALL.csv,9000,4,220,8780,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed600_BIASED_ALL.csv,9000,4,4754,4246,0.0041,4.9264,0.0,0.0052,0.0011
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed600_FAIR_ALL.csv,9000,4,8723,277,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed700_BIASED_ALL.csv,9000,4,4779,4221,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed700_FAIR_ALL.csv,9000,4,8737,263,0.0002,1.0002,0.0001,1.0,0.9998
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed800_BIASED_ALL.csv,9000,4,4882,4118,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed800_FAIR_ALL.csv,9000,4,8706,294,0.0001,1.0001,0.0001,1.0,0.9999
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed900_BIASED_ALL.csv,9000,4,4230,4770,0.0,inf,0.0,0.0,0.0
SRCVAE,HR_N10000_PolicyDom_Thresh2.5_Seed900_FAIR_ALL.csv,9000,4,8736,264,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1000_BIASED_ALL.csv,9000,4,2023,6977,0.0004,1.0004,0.0004,0.9994,0.999
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1000_FAIR_ALL.csv,9000,4,1916,7084,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed100_BIASED_ALL.csv,9000,4,7050,1950,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed100_FAIR_ALL.csv,9000,4,7091,1909,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1100_BIASED_ALL.csv,9000,4,7096,1904,0.0004,1.0004,0.0,1.0,0.9996
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1100_FAIR_ALL.csv,9000,4,7180,1820,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1200_BIASED_ALL.csv,9000,4,6913,2087,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1200_FAIR_ALL.csv,9000,4,6967,2033,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1300_BIASED_ALL.csv,9000,4,6970,2030,0.0012,1.0012,0.0009,0.9995,0.9983
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1300_FAIR_ALL.csv,9000,4,7036,1964,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1400_BIASED_ALL.csv,9000,4,6902,2098,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1400_FAIR_ALL.csv,9000,4,2023,6977,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1500_BIASED_ALL.csv,9000,4,6974,2026,0.0002,0.9998,0.0003,0.9985,0.9987
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1500_FAIR_ALL.csv,9000,4,7043,1957,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1600_BIASED_ALL.csv,9000,4,7139,1861,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1600_FAIR_ALL.csv,9000,4,1830,7170,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1700_BIASED_ALL.csv,9000,4,6950,2050,0.0015,1.0016,0.0016,0.9922,0.9906
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1700_FAIR_ALL.csv,9000,4,7098,1902,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1800_BIASED_ALL.csv,9000,4,6981,2019,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1800_FAIR_ALL.csv,9000,4,1994,7006,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1900_BIASED_ALL.csv,9000,4,1977,7023,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed1900_FAIR_ALL.csv,9000,4,7111,1889,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed2000_BIASED_ALL.csv,9000,4,6900,2100,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed2000_FAIR_ALL.csv,9000,4,1972,7028,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed200_BIASED_ALL.csv,9000,4,2053,6947,0.0,1.0,0.0,1.0,1.0
SRCVAE,HR_N10000_WealthDom_Thresh1.0_Seed200_FAIR_ALL.csv,9000,4,1986,7014,0.0,1.0,0.0,1.0,1.0
