model_name,name_dataset,bias_level,threshold,data_type,n_S,n_X,n_U,total_samples,ROC_AUC,Accuracy,Precision,Recall,F1_Score,Statistical_Parity_Diff_(ATE),Disparate_Impact_Ratio,Equal_Opportunity_Diff,Pos_Rate_S1,Pos_Rate_S0
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed500_FAIR_ALL.csv,MedBias,1.0,FAIR_ALL,2,6,4,10000,0.7216,0.9082,0.9116,0.9957,0.9518,0.0002,1.0002000331878662,0.0001,0.9941,0.9939
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed600_BIASED_ALL.csv,MedBias,1.0,BIASED_ALL,2,6,4,10000,0.8538,0.7867,0.7606,0.5832,0.6602,0.1249,0.6262000203132629,0.1223,0.2092,0.3341
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed600_BIASED_FAIRNESS.csv,MedBias,1.0,BIASED_FAIRNESS,1,6,0,10000,0.8547,0.7922,0.7298,0.6595,0.6928,0.3185,2.4007999897003174,0.1786,0.5459,0.2274
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed600_FAIR_ALL.csv,MedBias,1.0,FAIR_ALL,2,6,4,10000,0.7212,0.9114,0.9114,1.0,0.9537,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed700_BIASED_ALL.csv,MedBias,1.0,BIASED_ALL,2,6,4,10000,0.8606,0.7934,0.7659,0.5967,0.6708,0.0813,0.7422000169754028,0.0392,0.2341,0.3154
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed700_BIASED_FAIRNESS.csv,MedBias,1.0,BIASED_FAIRNESS,1,6,0,10000,0.8579,0.7904,0.7778,0.5681,0.6566,0.3153,2.940700054168701,0.2347,0.4777,0.1625
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed700_FAIR_ALL.csv,MedBias,1.0,FAIR_ALL,2,6,4,10000,0.7198,0.9021,0.9021,1.0,0.9485,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed800_BIASED_ALL.csv,MedBias,1.0,BIASED_ALL,2,6,4,10000,0.8497,0.7624,0.6395,0.7883,0.7062,0.1332,0.7398999929428101,0.0843,0.3791,0.5123
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed800_BIASED_FAIRNESS.csv,MedBias,1.0,BIASED_FAIRNESS,1,6,0,10000,0.8561,0.7937,0.8029,0.5701,0.6668,0.2092,2.071899890899658,0.1024,0.4044,0.1952
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed800_FAIR_ALL.csv,MedBias,1.0,FAIR_ALL,2,6,4,10000,0.724,0.9079,0.9083,0.9995,0.9517,0.0007,0.9993000030517578,0.0005,0.9989,0.9996
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed900_BIASED_ALL.csv,MedBias,1.0,BIASED_ALL,2,6,4,10000,0.8555,0.7451,0.6029,0.8307,0.6987,0.1358,0.7566999793052673,0.0561,0.4223,0.5581
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed900_BIASED_FAIRNESS.csv,MedBias,1.0,BIASED_FAIRNESS,1,6,0,10000,0.8557,0.7753,0.658,0.7673,0.7085,0.4402,2.534899950027466,0.2411,0.727,0.2868
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed900_FAIR_ALL.csv,MedBias,1.0,FAIR_ALL,2,6,4,10000,0.7324,0.9079,0.908,0.9999,0.9517,0.0002,0.9998000264167786,0.0002,0.9998,1.0
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1000_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8343,0.7876,0.6784,0.6049,0.6395,0.1251,0.6327999830245972,0.0753,0.2156,0.3406
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1000_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8275,0.7856,0.7008,0.5439,0.6124,0.4359,4.879799842834473,0.4009,0.5483,0.1124
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1000_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.6908,0.8994,0.8999,0.9994,0.947,0.0,1.0,0.0003,0.9991,0.9991
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed100_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8407,0.7914,0.7474,0.5076,0.6046,0.1077,0.5968000292778015,0.1184,0.1593,0.267
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed100_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8412,0.7813,0.6443,0.6785,0.6609,0.503,3.815200090408325,0.4073,0.6817,0.1787
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed100_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.6921,0.8999,0.9006,0.9991,0.9473,0.0005,0.9994999766349792,0.0002,0.9989,0.9993
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1100_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8372,0.7802,0.6423,0.6715,0.6566,0.1438,0.6391000151634216,0.1388,0.2547,0.3985
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1100_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8351,0.7899,0.7216,0.5348,0.6143,0.4171,4.922200202941895,0.4046,0.5234,0.1063
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1100_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.6897,0.9058,0.906,0.9998,0.9506,0.0007,1.0006999969482422,0.0005,1.0,0.9993
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1200_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8347,0.7892,0.7163,0.5483,0.6211,0.1212,0.5986999869346619,0.1223,0.1808,0.302
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1200_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8356,0.7839,0.6687,0.6227,0.6449,0.4095,3.4059998989105225,0.3466,0.5798,0.1702
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1200_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.7198,0.9054,0.9054,1.0,0.9504,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1300_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8356,0.7839,0.6405,0.6613,0.6507,0.1427,0.6295999884605408,0.1226,0.2426,0.3852
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1300_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8335,0.7901,0.6696,0.6131,0.6401,0.4404,3.944600105285645,0.3274,0.5899,0.1496
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1300_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.7109,0.9039,0.9059,0.9974,0.9495,0.0006,1.000599980354309,0.0007,0.9973,0.9967
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1400_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8316,0.7594,0.6044,0.7361,0.6638,0.1429,0.692300021648407,0.0699,0.3214,0.4643
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1400_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8305,0.7744,0.654,0.6386,0.6462,0.4265,3.301100015640259,0.3248,0.6118,0.1853
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1400_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.6868,0.9013,0.9013,1.0,0.9481,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1500_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8303,0.7888,0.7157,0.5125,0.5973,0.0998,0.628000020980835,0.1075,0.1685,0.2683
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1500_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.828,0.777,0.749,0.4068,0.5272,0.3475,6.569900035858154,0.4119,0.4098,0.0624
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1500_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.6925,0.9018,0.9017,1.0,0.9483,0.0007,0.9993000030517578,0.0,0.9993,1.0
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1600_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8393,0.7891,0.7038,0.584,0.6383,0.1196,0.6312000155448914,0.0831,0.2047,0.3244
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1600_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8149,0.7747,0.654,0.622,0.6376,0.3683,2.8989999294281006,0.2819,0.5622,0.1939
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1600_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.7126,0.897,0.897,1.0,0.9457,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1700_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8312,0.7761,0.6654,0.6339,0.6493,0.1453,0.6233000159263611,0.1356,0.2404,0.3856
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1700_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.828,0.7816,0.7038,0.5727,0.6316,0.3394,3.067399978637696,0.2725,0.5035,0.1642
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1700_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.6935,0.9028,0.9027,1.0,0.9489,0.0002,1.0002000331878662,0.0,0.9998,0.9995
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1800_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8296,0.7858,0.7371,0.492,0.5901,0.1022,0.6061999797821045,0.1094,0.1573,0.2595
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1800_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8274,0.7832,0.7398,0.4757,0.5791,0.3758,5.246300220489502,0.3846,0.4644,0.0885
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1800_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.7072,0.9048,0.9048,1.0,0.95,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1900_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8367,0.7727,0.7602,0.4205,0.5415,0.0796,0.6309000253677368,0.0723,0.1361,0.2158
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1900_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8437,0.7878,0.7613,0.4883,0.595,0.3335,4.224299907684326,0.3158,0.4369,0.1034
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed1900_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.7126,0.9062,0.9065,0.9996,0.9508,0.0002,0.9998000264167786,0.0007,0.9993,0.9996
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed2000_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8252,0.7861,0.6861,0.5531,0.6124,0.1243,0.5958999991416931,0.134,0.1833,0.3075
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed2000_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8188,0.7848,0.7147,0.492,0.5828,0.3612,4.650400161743164,0.3402,0.4602,0.099
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed2000_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.7022,0.9026,0.9026,1.0,0.9488,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed200_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8298,0.7652,0.6182,0.6953,0.6545,0.1561,0.6419000029563904,0.1081,0.2798,0.4359
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed200_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8269,0.7579,0.6018,0.7179,0.6547,0.417,2.6463000774383545,0.2641,0.6703,0.2533
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed200_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.704,0.9057,0.9057,0.9999,0.9505,0.0,1.0,0.0002,0.9996,0.9996
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed300_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8223,0.7821,0.7136,0.5174,0.5999,0.0903,0.670799970626831,0.0646,0.1839,0.2742
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed300_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8268,0.7824,0.691,0.5621,0.62,0.3883,3.814399957656861,0.3396,0.5263,0.138
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed300_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.697,0.9031,0.9038,0.9991,0.9491,0.0002,1.0002000331878662,0.0008,0.9989,0.9987
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed400_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8248,0.7748,0.7809,0.3684,0.5006,0.0933,0.5112000107765198,0.1464,0.0976,0.191
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed400_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8309,0.7801,0.6532,0.6022,0.6267,0.4638,4.218400001525879,0.3992,0.608,0.1441
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed400_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.7045,0.8994,0.8999,0.9994,0.947,0.0007,0.9993000030517578,0.0007,0.9989,0.9996
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed500_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8306,0.7856,0.7408,0.484,0.5855,0.0626,0.7336999773979187,0.0441,0.1725,0.2351
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed500_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.829,0.7733,0.6367,0.6417,0.6392,0.4119,3.1424999237060547,0.3093,0.6041,0.1922
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed500_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.6683,0.9019,0.902,0.9999,0.9484,0.0,1.0,0.0003,0.9998,0.9998
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed600_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8246,0.7866,0.7122,0.5114,0.5953,0.1108,0.5968000292778015,0.1275,0.1639,0.2747
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed600_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8213,0.7849,0.7762,0.4206,0.5455,0.2708,4.154200077056885,0.2592,0.3566,0.0858
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed600_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.6873,0.9002,0.9057,0.9931,0.9474,0.0004,1.0003999471664429,0.0007,0.9925,0.9921
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed700_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8291,0.7818,0.7587,0.4363,0.554,0.0654,0.690500020980835,0.0397,0.146,0.2114
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed700_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8354,0.7889,0.7129,0.5365,0.6122,0.364,3.939199924468994,0.3028,0.4879,0.1238
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed700_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.6999,0.8937,0.8947,0.9986,0.9438,0.0007,0.9993000030517578,0.0002,0.9978,0.9984
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed800_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8353,0.752,0.5833,0.7658,0.6622,0.1527,0.6898999810218811,0.0949,0.3398,0.4925
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed800_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8295,0.7834,0.7866,0.4361,0.5611,0.2656,3.741400003433228,0.2644,0.3624,0.0969
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed800_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.7021,0.8968,0.8989,0.9973,0.9455,0.0016,0.9983000159263612,0.0015,0.9959,0.9976
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed900_BIASED_ALL.csv,MedBias,2.5,BIASED_ALL,2,6,4,10000,0.8281,0.7872,0.7833,0.4285,0.5539,0.0895,0.580299973487854,0.1022,0.1238,0.2134
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed900_BIASED_FAIRNESS.csv,MedBias,2.5,BIASED_FAIRNESS,1,6,0,10000,0.8264,0.7886,0.725,0.5063,0.5962,0.345,4.033599853515625,0.3123,0.4587,0.1137
CLAIRE,HR_N10000_MedBias_Thresh2.5_Seed900_FAIR_ALL.csv,MedBias,2.5,FAIR_ALL,2,6,4,10000,0.6864,0.8989,0.9003,0.9981,0.9467,0.0018,0.998199999332428,0.0012,0.9964,0.9982
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1000_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9556,0.9797,0.625,0.027,0.0518,0.0005,0.5906999707221985,0.0188,0.0007,0.0011
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1000_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9607,0.9804,0.68,0.0919,0.1619,0.0057,6.168300151824951,0.0329,0.0068,0.0011
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1000_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7291,0.9036,0.9045,0.9986,0.9493,0.0011,0.9988999962806702,0.0002,0.9967,0.9978
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed100_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9306,0.9787,0.6667,0.0508,0.0943,0.0029,0.0722000002861023,0.037,0.0002,0.0031
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed100_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.929,0.9801,0.8214,0.1168,0.2044,0.005,4.127600193023682,0.0308,0.0066,0.0016
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed100_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.738,0.9048,0.9048,1.0,0.95,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1100_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9459,0.9779,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1100_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9609,0.9817,0.6809,0.3216,0.4369,0.0273,13.277099609375,0.3177,0.0295,0.0022
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1100_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7163,0.9091,0.9118,0.9966,0.9523,0.001,1.0010000467300415,0.0004,0.9962,0.9952
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1200_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9105,0.9799,0.6296,0.2525,0.3604,0.0074,0.4178999960422516,0.0547,0.0053,0.0127
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1200_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9447,0.9788,0.7391,0.0842,0.1511,0.0064,10.990099906921388,0.0993,0.007,0.0006
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1200_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7278,0.91,0.9115,0.9979,0.9527,0.0012,0.9987999796867372,0.0007,0.9949,0.996
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1300_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9653,0.9827,0.544,0.4072,0.4658,0.0224,0.0998999997973442,0.2712,0.0025,0.0249
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1300_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9727,0.9777,0.4292,0.6168,0.5061,0.0521,5.646100044250488,0.2528,0.0633,0.0112
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1300_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7211,0.909,0.909,1.0,0.9523,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1400_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9698,0.9774,0.7222,0.0616,0.1135,0.0027,0.2004999965429306,0.0223,0.0007,0.0033
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1400_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9713,0.9779,0.8,0.0758,0.1385,0.0042,5.384399890899658,0.0335,0.0051,0.001
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1400_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7312,0.9052,0.9059,0.9991,0.9502,0.0,1.0,0.0002,0.9989,0.9989
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1500_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9202,0.9789,0.7755,0.1751,0.2857,0.0068,0.2290000021457672,0.0819,0.002,0.0088
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1500_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9415,0.9786,0.8529,0.1336,0.2311,0.0079,6.567999839782715,0.108,0.0093,0.0014
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1500_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7226,0.9058,0.9058,1.0,0.9506,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1600_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.946,0.9789,0.6786,0.181,0.2857,0.0075,0.2456000000238418,0.1006,0.0025,0.01
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1600_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9466,0.978,0.7727,0.081,0.1466,0.0077,49.62779998779297,0.1128,0.0078,0.0002
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1600_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7307,0.9016,0.9015,1.0,0.9482,0.0002,0.9998000264167786,0.0,0.9998,1.0
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1700_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9591,0.9776,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1700_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9769,0.983,0.7634,0.3515,0.4814,0.0233,7.96619987487793,0.2197,0.0266,0.0033
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1700_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7159,0.9074,0.9074,1.0,0.9515,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1800_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9584,0.9812,0.8364,0.2233,0.3525,0.0075,0.2320999950170517,0.0662,0.0023,0.0098
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1800_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9538,0.9801,0.9091,0.1456,0.251,0.0058,4.05109977722168,0.0317,0.0077,0.0019
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1800_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7212,0.9092,0.9094,0.9998,0.9525,0.0,1.0,0.0,0.9998,0.9998
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1900_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9552,0.9796,0.6962,0.2558,0.3741,0.0124,0.166700005531311,0.246,0.0025,0.0149
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1900_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9546,0.9773,0.8667,0.0605,0.113,0.005,32.44309997558594,0.0685,0.0052,0.0002
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed1900_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7393,0.9099,0.9107,0.9989,0.9528,0.0002,1.0002000331878662,0.0003,0.9984,0.9982
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed2000_BIASED_ALL.csv,PolicyDom,1.0,BIASED_ALL,2,6,4,10000,0.9688,0.9806,0.5556,0.1657,0.2553,0.0043,0.4704000055789947,0.0314,0.0038,0.0081
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed2000_BIASED_FAIRNESS.csv,PolicyDom,1.0,BIASED_FAIRNESS,1,6,0,10000,0.9601,0.98,1.0,0.0055,0.011,0.0004,inf,0.009,0.0004,0.0
CLAIRE,HR_N10000_PolicyDom_Thresh1.0_Seed2000_FAIR_ALL.csv,PolicyDom,1.0,FAIR_ALL,2,6,4,10000,0.7207,0.9074,0.9075,0.9999,0.9515,0.0,1.0,0.0002,0.9996,0.9996
